industry,score,a_weighted_rating,a_visibility,a_spread,a_volume,a_time,a_length,a_score
automotive-automotive-other,0.389982928973949,0.369593516265706,0.0,0.533846153846154,0.325,0.25,0.804878048780488,0.389982928973949
automotive-automotive-other,0.390209466222532,0.408948374801074,0.0,0.602222222222222,0.225,0.107142857142857,0.722222222222222,0.390209466222532
automotive-automotive-other,0.392636369537772,0.82612461964365,0.0,0.58,0.0875,0.071428571428571,0.714285714285714,0.392636369537772
automotive-automotive-other,0.394577197644711,0.917709273988467,0.0,0.38,0.0875,0.0,0.166666666666667,0.394577197644711
automotive-automotive-other,0.395684635165000,0.397118962295439,0.0,0.561818181818182,0.275,0.25,0.619047619047619,0.395684635165000
automotive-automotive-other,0.396311937238182,0.342149961659072,0.0,0.625,0.2,0.642857142857143,0.2,0.396311937238182
automotive-automotive-other,0.397657643749556,0.293006400258648,0.0,0.88,0.25,0.357142857142857,0.541666666666667,0.397657643749556
automotive-automotive-other,0.402492395235755,0.182604550378562,0.0,0.542857142857143,0.575,0.714285714285714,0.627450980392157,0.402492395235755
automotive-automotive-other,0.403173807836783,0.216168412644796,0.0,0.88,0.325,0.642857142857143,0.45,0.403173807836783
automotive-automotive-other,0.403875502179898,0.28398058096509,0.0,0.9,0.32,0.321428571428572,0.411764705882353,0.403875502179898
automotive-automotive-other,0.407612540346631,0.219133726762259,0.0,0.417037037037037,0.43,1.0,0.68421052631579,0.407612540346631
automotive-automotive-other,0.407842275124860,0.282984133296526,0.0,0.610769230769231,0.53,0.571428571428571,0.725490196078431,0.407842275124860
automotive-automotive-other,0.413634912250053,0.472782619752295,0.0,0.48,0.25,0.178571428571429,0.642857142857143,0.413634912250053
automotive-automotive-other,0.413800178571429,1.0,0.0,0.88,0.06,0.142857142857143,0.25,0.413800178571429
automotive-automotive-other,0.417092831610056,0.418941274422855,0.0,0.55,0.225,0.25,0.666666666666667,0.417092831610056
automotive-automotive-other,0.417873941741249,0.286445864731828,0.0,0.88,0.325,0.357142857142857,0.620689655172414,0.417873941741249
automotive-automotive-other,0.418302007167238,0.540215239544259,0.0,0.33,0.225,0.642857142857143,0.243243243243243,0.418302007167238
automotive-automotive-other,0.419339437135190,0.880594710258784,0.0,0.58,0.0875,0.214285714285714,0.285714285714286,0.419339437135190
automotive-automotive-other,0.419537876938377,0.366104309255295,0.0,0.451428571428571,0.35,0.571428571428571,0.722222222222222,0.419537876938377
automotive-automotive-other,0.423590899550844,0.375080340135483,0.0,0.55,0.375,0.392857142857143,0.666666666666667,0.423590899550844
automotive-automotive-other,0.424593938533729,0.275354804881579,0.0,0.613333333333333,0.555,0.607142857142857,0.795454545454545,0.424593938533729
automotive-automotive-other,0.429593673001718,0.494997800781349,0.0,0.88,0.1575,0.285714285714286,0.642857142857143,0.429593673001718
automotive-automotive-other,0.429701032042788,0.285205537594183,0.0,0.88,0.35,0.357142857142857,0.769230769230769,0.429701032042788
automotive-automotive-other,0.430819659423856,0.492174478771296,0.0,0.88,0.1575,0.357142857142857,0.444444444444444,0.430819659423856
automotive-automotive-other,0.433077518941064,0.36261567742031,0.0,0.388333333333333,0.405,1.0,0.851301115241636,0.433077518941064
automotive-automotive-other,0.442603777289190,0.362670046415787,0.0,0.88,0.25,0.5,0.818181818181818,0.442603777289190
automotive-automotive-other,0.443355514093037,0.209647237261765,0.0,0.493636363636364,0.63,1.0,0.796875,0.443355514093037
automotive-automotive-other,0.447687637481796,0.941273156036094,0.0,0.88,0.0875,0.642857142857143,0.6,0.447687637481796
automotive-automotive-other,0.448165032575300,0.431784259224991,0.0,0.522857142857143,0.35,0.642857142857143,0.68421052631579,0.448165032575300
automotive-automotive-other,0.450937409819049,0.499311758568243,0.0,0.55,0.35,0.821428571428571,0.384615384615385,0.450937409819049
automotive-automotive-other,0.451647180519983,0.588921828183488,0.0,0.88,0.12,0.178571428571429,0.166666666666667,0.451647180519983
automotive-automotive-other,0.451955771552568,0.410171303346525,0.0,0.88,0.2,0.428571428571429,0.55,0.451955771552568
